order_id,product
1102,Dal
1102,Apple
1102,Jam
1103,Spices
1103,Cheese
1103,Oil
1103,Coffee
1103,Detergent
1104,Potato
1104,Bread
1104,Juice
1104,Jam
1104,Yogurt
1105,Cheese
1105,Eggs
1105,Bread
1106,Orange
1106,Jam
1106,Apple
1106,Dal
1106,Yogurt
1107,Apple
1107,Banana
1107,Orange
1108,Cheese
1108,Eggs
1108,Bread
1109,Coffee
1109,Milk
1109,Sugar
1110,Butter
1110,Salt
1110,Sugar
1111,Coffee
1111,Milk
1111,Sugar
1112,Cheese
1112,Rice
1112,Tea
1112,Biscuits
1112,Bread
1112,Eggs
1113,Cheese
1113,Spices
1113,Coffee
1114,Spices
1114,Oil
1114,Sugar
1114,Rice
1114,Tomato
1115,Milk
1115,Bread
1115,Butter
1116,Orange
1116,Dal
1116,Shampoo
1116,Jam
1116,Toothpaste
1116,Soap
1117,Juice
1117,Sugar
1117,Eggs
1117,Bread
1117,Jam
1117,Milk
1118,Shampoo
1118,Soap
1118,Toothpaste
1119,Cheese
1119,Eggs
1119,Bread
1120,Cheese
1120,Eggs
1120,Bread
1121,Apple
1121,Shampoo
1121,Banana
1121,Dal
1121,Tea
1121,Toothpaste
1122,Milk
1122,Bread
1122,Butter
1123,Cheese
1123,Eggs
1123,Bread
1124,Yogurt
1124,Butter
1124,Dal
1124,Banana
1124,Shampoo
1125,Orange
1125,Yogurt
1125,Oil
1125,Biscuits
1125,Tea
1125,Dal
1126,Chips
1126,Soap
1126,Orange
1127,Eggs
1127,Potato
1127,Toothpaste
1128,Cheese
1128,Eggs
1128,Bread
1129,Biscuits
1129,Chips
1129,Spices
1129,Tea
1129,Jam
1130,Cheese
1130,Toothpaste
1130,Sugar
1130,Yogurt
1131,Jam
1131,Tea
1131,Spices
1131,Tomato
1132,Yogurt
1132,Soap
1132,Orange
1133,Sugar
1133,Onion
1133,Eggs
1133,Rice
1134,Rice
1134,Oil
1134,Spices
1135,Tomato
1135,Potato
1135,Onion
1136,Cheese
1136,Eggs
1136,Bread
1137,Apple
1137,Banana
1137,Orange
1138,Spices
1138,Shampoo
1138,Bread
1138,Potato
1138,Tea
1139,Rice
1139,Oil
1139,Spices
1140,Cheese
1140,Eggs
1140,Bread
1141,Milk
1141,Eggs
1141,Detergent
1141,Yogurt
1141,Spices
1141,Dal
1142,Salt
1142,Bread
1142,Coffee
1143,Rice
1143,Oil
1143,Spices
1144,Eggs
1144,Tomato
1144,Jam
1144,Dal
1145,Shampoo
1145,Cheese
1146,Juice
1146,Tea
1146,Sugar
1146,Coffee
1146,Bread
1146,Yogurt
1147,Tomato
1147,Potato
1147,Onion
1148,Tea
1148,Salt
1148,Rice
1148,Potato
1148,Juice
1148,Tomato
1149,Jam
1149,Detergent
1149,Orange
1150,Dal
1150,Toothpaste
1150,Biscuits
1150,Milk
1150,Spices
1150,Potato
1151,Rice
1151,Oil
1151,Spices
1152,Eggs
1152,Coffee
1153,Tomato
1153,Juice
1153,Tea
1153,Milk
1153,Dal
1153,Soap
1154,Rice
1154,Oil
1154,Spices
1155,Yogurt
1155,Sugar
1155,Juice
1155,Orange
1155,Tea
1155,Salt
1156,Tomato
1156,Tea
1156,Shampoo
1157,Shampoo
1157,Soap
1157,Toothpaste
1158,Butter
1158,Juice
1158,Banana
1159,Tomato
1159,Potato
1159,Onion
1160,Milk
1160,Bread
1160,Butter
1161,Lotion
1161,Salt
1161,Sugar
1161,Potato
1161,Detergent
1161,Jam
1162,Rice
1162,Oil
1162,Spices
1163,Toothpaste
1163,Coffee
1163,Shampoo
1163,Banana
1163,Salt
1164,Cheese
1164,Apple
1164,Juice
1165,Salt
1165,Juice
1165,Apple
1166,Shampoo
1166,Soap
1166,Toothpaste
1167,Coffee
1167,Milk
1167,Sugar
1168,Rice
1168,Butter
1168,Spices
1168,Sugar
1168,Cheese
1168,Oil
1169,Jam
1169,Salt
1169,Apple
1169,Yogurt
1169,Tea
1170,Tea
1170,Sugar
1170,Biscuits
1171,Eggs
1171,Chips
1172,Tea
1172,Sugar
1172,Biscuits
1173,Tomato
1173,Potato
1173,Onion
1174,Yogurt
1174,Shampoo
1175,Tea
1175,Sugar
1175,Biscuits
1176,Detergent
1176,Shampoo
1176,Sugar
1176,Salt
1176,Milk
1177,Juice
1177,Coffee
1177,Orange
1177,Eggs
1177,Dal
1177,Bread
1178,Onion
1178,Butter
1178,Lotion
1178,Jam
1178,Chips
1179,Cheese
1179,Eggs
1179,Bread
1180,Bread
1180,Potato
1180,Juice
1180,Detergent
1180,Dal
1181,Milk
1181,Bread
1181,Butter
1182,Rice
1182,Jam
1182,Spices
1182,Sugar
1182,Tea
1183,Apple
1183,Banana
1183,Orange
1184,Cheese
1184,Eggs
1184,Bread
1185,Lotion
1185,Chips
1185,Tea
1185,Cheese
1185,Dal
1186,Toothpaste
1186,Detergent
1186,Tomato
1186,Cheese
1186,Tea
1186,Juice
1187,Rice
1187,Oil
1187,Spices
1188,Bread
1188,Milk
1188,Detergent
1188,Spices
1189,Tea
1189,Sugar
1189,Biscuits
1190,Tomato
1190,Potato
1190,Onion
1191,Chips
1191,Eggs
1191,Dal
1191,Bread
1191,Tomato
1192,Milk
1192,Bread
1192,Butter
1193,Tomato
1193,Potato
1193,Onion
1194,Cheese
1194,Eggs
1194,Bread
1195,Yogurt
1195,Shampoo
1195,Juice
1195,Tea
1196,Chips
1196,Detergent
1196,Rice
1196,Spices
1197,Butter
1197,Spices
1197,Tea
1197,Potato
1197,Toothpaste
1197,Soap
1198,Banana
1198,Jam
1198,Rice
1199,Apple
1199,Orange
1199,Tea
1199,Sugar
1199,Milk
1199,Banana
1200,Spices
1200,Toothpaste
1201,Apple
1201,Banana
1201,Orange
1202,Shampoo
1202,Soap
1202,Toothpaste
1203,Rice
1203,Oil
1203,Spices
1204,Banana
1204,Lotion
1204,Bread
1204,Oil
1205,Coffee
1205,Milk
1205,Sugar
1206,Bread
1206,Jam
1206,Toothpaste
1206,Salt
1206,Chips
1207,Detergent
1207,Banana
1207,Tomato
1208,Shampoo
1208,Soap
1208,Toothpaste
1209,Coffee
1209,Milk
1209,Sugar
1210,Banana
1210,Orange
1211,Cheese
1211,Eggs
1211,Bread
1212,Tea
1212,Sugar
1212,Biscuits
1213,Cheese
1213,Spices
1213,Detergent
1213,Sugar
1214,Tomato
1214,Potato
1214,Onion
1215,Orange
1215,Detergent
1216,Oil
1216,Jam
1217,Butter
1217,Juice
1218,Rice
1218,Jam
1218,Coffee
1218,Eggs
1218,Yogurt
1219,Cheese
1219,Biscuits
1220,Tea
1220,Sugar
1220,Biscuits
1221,Juice
1221,Onion
1222,Apple
1222,Spices
1222,Chips
1222,Detergent
1222,Rice
1222,Coffee
1223,Toothpaste
1223,Banana
1223,Rice
1223,Cheese
1223,Biscuits
1224,Coffee
1224,Milk
1224,Sugar
1225,Orange
1225,Rice
1225,Onion
1225,Butter
1225,Lotion
1226,Jam
1226,Soap
1227,Tomato
1227,Juice
1228,Orange
1228,Spices
1228,Apple
1228,Eggs
1229,Rice
1229,Shampoo
1230,Cheese
1230,Tomato
1230,Soap
1230,Juice
1231,Juice
1231,Toothpaste
1232,Rice
1232,Onion
1233,Oil
1233,Salt
1233,Detergent
1234,Shampoo
1234,Spices
1234,Bread
1234,Soap
1235,Tea
1235,Jam
1235,Bread
1235,Oil
1235,Soap
1236,Rice
1236,Oil
1236,Spices
1237,Detergent
1237,Bread
1237,Chips
1237,Biscuits
1237,Juice
1238,Shampoo
1238,Soap
1238,Toothpaste
1239,Yogurt
1239,Chips
1240,Lotion
1240,Coffee
1240,Jam
1240,Bread
1241,Tomato
1241,Lotion
1241,Banana
1241,Bread
1241,Tea
1242,Biscuits
1242,Potato
1243,Rice
1243,Oil
1243,Spices
1244,Apple
1244,Butter
1245,Rice
1245,Oil
1245,Spices
1246,Tomato
1246,Potato
1246,Onion
1247,Sugar
1247,Juice
1247,Chips
1248,Salt
1248,Apple
1248,Dal
1249,Tea
1249,Sugar
1249,Biscuits
1250,Rice
1250,Oil
1250,Spices
1251,Oil
1251,Eggs
1252,Coffee
1252,Milk
1252,Sugar
1253,Shampoo
1253,Yogurt
1254,Tea
1254,Sugar
1254,Biscuits
1255,Tomato
1255,Potato
1255,Onion
1256,Shampoo
1256,Tomato
1256,Potato
1256,Banana
1256,Bread
1256,Milk
1257,Butter
1257,Oil
1257,Chips
1258,Jam
1258,Cheese
1258,Butter
1258,Tomato
1258,Bread
1258,Soap
1259,Tea
1259,Sugar
1259,Biscuits
1260,Apple
1260,Yogurt
1260,Butter
1260,Juice
1261,Detergent
1261,Biscuits
1261,Spices
1261,Orange
1262,Tomato
1262,Potato
1262,Onion
1263,Cheese
1263,Onion
1264,Salt
1264,Sugar
1265,Rice
1265,Oil
1265,Spices
1266,Tea
1266,Sugar
1266,Biscuits
1267,Rice
1267,Oil
1267,Spices
1268,Apple
1268,Banana
1268,Orange
1269,Tea
1269,Sugar
1269,Biscuits
1270,Milk
1270,Bread
1270,Butter
1271,Cheese
1271,Toothpaste
1271,Chips
1271,Lotion
1271,Juice
1271,Bread
1272,Tomato
1272,Potato
1272,Onion
1273,Tea
1273,Rice
1273,Spices
1273,Shampoo
1273,Eggs
1274,Apple
1274,Potato
1274,Biscuits
1274,Lotion
1274,Onion
1275,Tea
1275,Sugar
1275,Biscuits
1276,Shampoo
1276,Soap
1276,Toothpaste
1277,Tomato
1277,Potato
1277,Onion
1278,Tomato
1278,Eggs
1278,Potato
1278,Butter
1278,Cheese
1278,Orange
1279,Cheese
1279,Potato
1279,Onion
1279,Jam
1279,Banana
1280,Tomato
1280,Potato
1280,Onion
1281,Cheese
1281,Eggs
1281,Soap
1281,Potato
1282,Milk
1282,Bread
1282,Butter
1283,Yogurt
1283,Spices
1283,Sugar
1284,Chips
1284,Spices
1285,Potato
1285,Butter
1285,Tomato
1285,Rice
1285,Shampoo
1285,Banana
1286,Tea
1286,Sugar
1286,Biscuits
1287,Bread
1287,Tea
1288,Butter
1288,Salt
1288,Juice
1288,Rice
1288,Cheese
1289,Milk
1289,Bread
1289,Butter
1290,Soap
1290,Milk
1290,Tomato
1290,Yogurt
1290,Eggs
1291,Cheese
1291,Eggs
1291,Bread
1292,Banana
1292,Rice
1292,Spices
1292,Tea
1292,Cheese
1293,Sugar
1293,Dal
1293,Tea
1293,Eggs
1293,Oil
1294,Jam
1294,Oil
1294,Cheese
1294,Orange
1294,Shampoo
1294,Spices
1295,Onion
1295,Juice
1295,Orange
1295,Salt
1295,Coffee
1295,Spices
1296,Coffee
1296,Milk
1296,Sugar
1297,Apple
1297,Salt
1298,Juice
1298,Jam
1299,Cheese
1299,Eggs
1299,Bread
1300,Biscuits
1300,Orange
1300,Milk
1300,Jam
1301,Rice
1301,Oil
1301,Spices
1302,Butter
1302,Tomato
1302,Banana
1302,Shampoo
1302,Soap
1302,Orange
1303,Shampoo
1303,Soap
1303,Toothpaste
1304,Tea
1304,Sugar
1304,Biscuits
1305,Apple
1305,Banana
1305,Orange
1306,Apple
1306,Banana
1306,Orange
1307,Shampoo
1307,Soap
1307,Toothpaste
1308,Toothpaste
1308,Juice
1308,Tomato
1308,Yogurt
1308,Eggs
1309,Dal
1309,Butter
1309,Onion
1309,Chips
1310,Shampoo
1310,Soap
1310,Toothpaste
1311,Butter
1311,Potato
1312,Shampoo
1312,Soap
1312,Toothpaste
1313,Shampoo
1313,Sugar
1314,Rice
1314,Potato
1314,Detergent
1314,Butter
1314,Milk
1315,Toothpaste
1315,Detergent
1315,Tea
1316,Coffee
1316,Milk
1316,Sugar
1317,Tomato
1317,Potato
1317,Onion
1318,Banana
1318,Tea
1319,Tea
1319,Sugar
1319,Biscuits
1320,Biscuits
1320,Salt
1320,Tea
1320,Bread
1320,Detergent
1321,Rice
1321,Oil
1321,Spices
1322,Coffee
1322,Milk
1322,Sugar
1323,Eggs
1323,Biscuits
1323,Soap
1323,Salt
1323,Butter
1323,Coffee
1324,Coffee
1324,Milk
1324,Sugar
1325,Detergent
1325,Toothpaste
1325,Tomato
1325,Butter
1325,Lotion
1326,Banana
1326,Coffee
1326,Shampoo
1326,Eggs
1327,Lotion
1327,Milk
1327,Orange
1327,Shampoo
1327,Detergent
1327,Yogurt
1328,Apple
1328,Banana
1328,Orange
1329,Milk
1329,Bread
1329,Butter
1330,Milk
1330,Oil
1330,Spices
1330,Chips
1331,Detergent
1331,Banana
1331,Soap
1331,Apple
1331,Yogurt
1331,Lotion
1332,Milk
1332,Bread
1332,Butter
1333,Shampoo
1333,Soap
1333,Dal
1333,Milk
1333,Tea
1334,Toothpaste
1334,Cheese
1334,Jam
1335,Biscuits
1335,Jam
1335,Lotion
1335,Sugar
1336,Eggs
1336,Shampoo
1337,Shampoo
1337,Soap
1337,Toothpaste
1338,Cheese
1338,Eggs
1338,Bread
1339,Tomato
1339,Potato
1339,Onion
1340,Apple
1340,Banana
1340,Orange
1341,Milk
1341,Bread
1341,Butter
1342,Jam
1342,Onion
1342,Chips
1342,Dal
1342,Salt
1343,Cheese
1343,Eggs
1343,Bread
1344,Coffee
1344,Milk
1344,Sugar
1345,Coffee
1345,Milk
1345,Sugar
1346,Soap
1346,Yogurt
1347,Toothpaste
1347,Butter
1347,Banana
1347,Apple
1347,Detergent
1347,Biscuits
1348,Salt
1348,Detergent
1348,Butter
1348,Shampoo
1349,Milk
1349,Bread
1349,Butter
1350,Cheese
1350,Sugar
1350,Detergent
1350,Oil
1351,Lotion
1351,Oil
1351,Spices
1351,Orange
1352,Onion
1352,Biscuits
1352,Apple
1352,Soap
1353,Lotion
1353,Dal
1354,Milk
1354,Shampoo
1354,Salt
1354,Rice
1354,Detergent
1355,Milk
1355,Bread
1355,Butter
1356,Lotion
1356,Coffee
1356,Chips
1356,Yogurt
1357,Lotion
1357,Sugar
1357,Oil
1357,Shampoo
1357,Orange
1358,Tomato
1358,Potato
1358,Onion
1359,Yogurt
1359,Butter
1359,Eggs
1359,Jam
1359,Cheese
1360,Spices
1360,Juice
1360,Biscuits
1360,Milk
1360,Coffee
1360,Eggs
1361,Biscuits
1361,Cheese
1361,Oil
1361,Apple
1361,Potato
1362,Shampoo
1362,Butter
1363,Milk
1363,Chips
1363,Onion
1363,Detergent
1363,Banana
1364,Tea
1364,Sugar
1364,Biscuits
1365,Coffee
1365,Milk
1365,Sugar
1366,Soap
1366,Tomato
1366,Oil
1367,Shampoo
1367,Soap
1367,Toothpaste
1368,Chips
1368,Yogurt
1368,Tea
1369,Apple
1369,Banana
1369,Orange
1370,Tea
1370,Sugar
1370,Biscuits
1371,Shampoo
1371,Coffee
1371,Rice
1371,Toothpaste
1371,Jam
1371,Orange
1372,Apple
1372,Banana
1372,Orange
1373,Bread
1373,Biscuits
1374,Shampoo
1374,Soap
1374,Toothpaste
1375,Rice
1375,Oil
1375,Spices
1376,Cheese
1376,Salt
1376,Orange
1376,Jam
1377,Tomato
1377,Potato
1377,Onion
1378,Bread
1378,Onion
1378,Banana
1379,Oil
1379,Butter
1379,Juice
1379,Banana
1379,Chips
1380,Orange
1380,Tomato
1381,Rice
1381,Oil
1381,Spices
1382,Cheese
1382,Eggs
1382,Bread
1383,Shampoo
1383,Soap
1383,Toothpaste
1384,Tea
1384,Sugar
1384,Biscuits
1385,Lotion
1385,Yogurt
1385,Dal
1386,Shampoo
1386,Jam
1387,Onion
1387,Eggs
1387,Spices
1388,Sugar
1388,Yogurt
1388,Tomato
1388,Juice
1389,Apple
1389,Banana
1389,Orange
1390,Shampoo
1390,Soap
1390,Toothpaste
1391,Chips
1391,Oil
1391,Biscuits
1391,Shampoo
1391,Tea
1392,Oil
1392,Banana
1392,Chips
1392,Eggs
1393,Potato
1393,Orange
1393,Butter
1393,Eggs
1393,Oil
1393,Rice
1394,Shampoo
1394,Soap
1394,Toothpaste
1395,Oil
1395,Spices
1395,Coffee
1395,Shampoo
1396,Coffee
1396,Milk
1396,Sugar
1397,Apple
1397,Banana
1397,Orange
1398,Bread
1398,Dal
1398,Onion
1398,Jam
1399,Tea
1399,Toothpaste
1399,Coffee
1400,Apple
1400,Banana
1400,Orange
1401,Shampoo
1401,Sugar
1401,Orange
1402,Apple
1402,Banana
1402,Orange
1403,Dal
1403,Tea
1404,Potato
1404,Oil
1405,Tea
1405,Sugar
1405,Biscuits
1406,Rice
1406,Oil
1406,Spices
1407,Yogurt
1407,Chips
1408,Butter
1408,Yogurt
1408,Chips
1408,Lotion
1409,Apple
1409,Tea
1409,Toothpaste
1409,Milk
1409,Chips
1409,Eggs
1410,Rice
1410,Oil
1410,Spices
1411,Yogurt
1411,Oil
1411,Chips
1411,Eggs
1411,Shampoo
1411,Butter
1412,Bread
1412,Tea
1412,Toothpaste
1412,Butter
1413,Oil
1413,Banana
1413,Tea
1414,Potato
1414,Jam
1414,Banana
1414,Chips
1415,Shampoo
1415,Soap
1415,Toothpaste
1416,Cheese
1416,Eggs
1416,Bread
1417,Apple
1417,Banana
1417,Orange
1418,Tea
1418,Sugar
1418,Biscuits
1419,Lotion
1419,Shampoo
1419,Biscuits
1419,Yogurt
1420,Jam
1420,Detergent
1420,Spices
1421,Rice
1421,Oil
1421,Spices
1422,Tomato
1422,Biscuits
1422,Potato
1422,Detergent
1422,Milk
1422,Juice
1423,Milk
1423,Cheese
1423,Shampoo
1424,Tomato
1424,Apple
1424,Jam
1424,Lotion
1425,Salt
1425,Bread
1425,Apple
1426,Chips
1426,Sugar
1426,Tea
1426,Banana
1427,Onion
1427,Dal
1427,Salt
1428,Tomato
1428,Spices
1428,Cheese
1428,Chips
1429,Tomato
1429,Jam
1429,Detergent
1429,Lotion
1430,Rice
1430,Oil
1430,Spices
1431,Dal
1431,Detergent
1431,Cheese
1431,Rice
1432,Coffee
1432,Milk
1432,Sugar
1433,Toothpaste
1433,Biscuits
1433,Bread
1433,Butter
1434,Biscuits
1434,Sugar
1434,Lotion
1434,Yogurt
1434,Spices
1434,Jam
1435,Lotion
1435,Butter
1435,Apple
1436,Bread
1436,Toothpaste
1437,Orange
1437,Milk
1437,Potato
1438,Shampoo
1438,Soap
1438,Toothpaste
1439,Tomato
1439,Potato
1439,Onion
1440,Shampoo
1440,Dal
1440,Eggs
1440,Lotion
1440,Salt
1441,Bread
1441,Banana
1441,Sugar
1441,Onion
1442,Cheese
1442,Eggs
1442,Bread
1443,Milk
1443,Bread
1443,Butter
1444,Milk
1444,Butter
1445,Tea
1445,Sugar
1445,Biscuits
1446,Toothpaste
1446,Tomato
1446,Coffee
1446,Dal
1446,Biscuits
1446,Milk
1447,Lotion
1447,Sugar
1447,Butter
1447,Chips
1447,Apple
1448,Apple
1448,Banana
1448,Orange
1449,Onion
1449,Detergent
1449,Oil
1449,Cheese
1450,Tea
1450,Sugar
1450,Biscuits
1451,Dal
1451,Milk
1451,Detergent
1452,Yogurt
1452,Eggs
1452,Rice
1452,Oil
1452,Onion
1453,Shampoo
1453,Eggs
1453,Sugar
1453,Apple
1453,Tea
1453,Cheese
1454,Apple
1454,Banana
1454,Orange
1455,Rice
1455,Eggs
1455,Soap
1455,Bread
1455,Yogurt
1456,Apple
1456,Shampoo
1456,Lotion
1456,Coffee
1456,Bread
1457,Sugar
1457,Jam
1457,Soap
1457,Eggs
1458,Shampoo
1458,Soap
1458,Toothpaste
1459,Shampoo
1459,Apple
1459,Biscuits
1460,Tomato
1460,Rice
1460,Shampoo
1460,Apple
1460,Jam
1461,Lotion
1461,Shampoo
1462,Tomato
1462,Potato
1462,Onion
1463,Tomato
1463,Potato
1463,Onion
1464,Apple
1464,Banana
1464,Orange
1465,Spices
1465,Coffee
1465,Orange
1465,Salt
1465,Sugar
1465,Potato
1466,Milk
1466,Bread
1466,Butter
1467,Coffee
1467,Milk
1467,Sugar
1468,Cheese
1468,Eggs
1468,Bread
1469,Shampoo
1469,Soap
1469,Toothpaste
1470,Cheese
1470,Eggs
1470,Bread
1471,Jam
1471,Toothpaste
1472,Coffee
1472,Milk
1472,Sugar
1473,Tomato
1473,Potato
1473,Onion
1474,Potato
1474,Spices
1474,Juice
1474,Detergent
1474,Apple
1475,Onion
1475,Eggs
1475,Milk
1475,Salt
1476,Tomato
1476,Soap
1476,Detergent
1476,Biscuits
1477,Tea
1477,Sugar
1477,Biscuits
1478,Detergent
1478,Soap
1478,Coffee
1478,Biscuits
1479,Tomato
1479,Potato
1479,Onion
1480,Spices
1480,Lotion
1481,Orange
1481,Butter
1481,Toothpaste
1481,Chips
1481,Cheese
1481,Eggs
1482,Bread
1482,Yogurt
1482,Soap
1483,Cheese
1483,Eggs
1483,Bread
1484,Tea
1484,Onion
1484,Coffee
1484,Apple
1484,Spices
1484,Cheese
1485,Potato
1485,Banana
1485,Eggs
1485,Lotion
1485,Butter
1486,Jam
1486,Orange
1486,Apple
1486,Yogurt
1486,Onion
1486,Lotion
1487,Oil
1487,Dal
1487,Cheese
1487,Jam
1487,Apple
1487,Butter
1488,Tomato
1488,Potato
1488,Rice
1488,Soap
1489,Lotion
1489,Orange
1490,Juice
1490,Yogurt
1490,Detergent
1490,Chips
1490,Apple
1490,Tea
1491,Rice
1491,Orange
1491,Butter
1491,Toothpaste
1491,Yogurt
1492,Shampoo
1492,Soap
1492,Toothpaste
1493,Coffee
1493,Milk
1493,Sugar
1494,Butter
1494,Oil
1494,Yogurt
1494,Jam
1494,Chips
1495,Yogurt
1495,Soap
1496,Tomato
1496,Potato
1496,Onion
1497,Shampoo
1497,Lotion
1497,Onion
1497,Oil
1497,Rice
1497,Orange
1498,Coffee
1498,Milk
1498,Sugar
1499,Tomato
1499,Potato
1499,Onion
1500,Tomato
1500,Potato
1500,Onion
1501,Soap
1501,Lotion
1501,Rice
1501,Sugar
1501,Banana
1502,Cheese
1502,Onion
1502,Lotion
1502,Dal
1503,Coffee
1503,Milk
1503,Sugar
1504,Lotion
1504,Biscuits
1504,Oil
1505,Rice
1505,Milk
1505,Tea
1505,Orange
1505,Yogurt
1505,Lotion
1506,Tomato
1506,Potato
1506,Onion
1507,Shampoo
1507,Soap
1507,Toothpaste
1508,Sugar
1508,Jam
1508,Butter
1509,Shampoo
1509,Soap
1509,Toothpaste
1510,Eggs
1510,Rice
1510,Shampoo
1511,Salt
1511,Yogurt
1511,Dal
1511,Lotion
1512,Tomato
1512,Potato
1512,Onion
1513,Coffee
1513,Milk
1513,Sugar
1514,Tea
1514,Sugar
1514,Biscuits
1515,Cheese
1515,Eggs
1515,Bread
1516,Milk
1516,Bread
1516,Butter
1517,Cheese
1517,Eggs
1517,Bread
1518,Apple
